,Name,Province,Climate ID,Station ID,WMO ID,TC ID,Latitude (Decimal Degrees),Longitude (Decimal Degrees),Latitude,Longitude,Elevation (m),First Year,Last Year,HLY First Year,HLY Last Year,DLY First Year,DLY Last Year,MLY First Year,MLY Last Year
7720,LA SARRE,QUEBEC,7094120,6049,,,48.78,-79.22,484700000.0,-791300000.0,244.1,1951,2004,,,1951.0,2004.0,1951.0,2004.0
7721,LA SARRE,QUEBEC,7094121,6050,,,48.78,-79.1,484700000.0,-790600000.0,289.6,1978,1983,,,1978.0,1983.0,1978.0,1983.0
7722,LEBEL SUR QUEVILLON,QUEBEC,7094275,6051,,,49.05,-76.97,490300000.0,-765800000.0,304.5,1967,2004,,,1967.0,2004.0,1967.0,2004.0
7723,MATAGAMI A,QUEBEC,7094636,49491,71947.0,YNM,49.76,-77.8,494542000.0,-774810000.0,279.8,2011,2022,2011.0,2022.0,2011.0,2022.0,,
7724,MATAGAMI,QUEBEC,7094637,10791,71821.0,GMG,49.76,-77.79,494528020.0,-774735060.0,281.03,1992,2022,1994.0,2022.0,1992.0,2022.0,,
7725,MATAGAMI,QUEBEC,7094638,6052,,,49.73,-77.63,494400000.0,-773800000.0,256.0,1963,1974,,,1963.0,1974.0,1963.0,1974.0
7726,MATAGAMI A,QUEBEC,7094639,6053,,,49.77,-77.82,494600000.0,-774900000.0,281.3,1973,1991,1973.0,1991.0,1973.0,1991.0,1973.0,1991.0
7727,MEGISCANE,QUEBEC,7094840,6054,,,48.4,-77.08,482400000.0,-770500000.0,416.7,1952,1957,,,1952.0,1957.0,1952.0,1957.0
7728,MIQUELON,QUEBEC,7094985,6055,,,49.42,-76.45,492500000.0,-762700000.0,304.8,1973,1978,,,1973.0,1978.0,1973.0,1976.0
7729,MISTASSINI POST,QUEBEC,7095000,6056,,,50.42,-73.88,502500000.0,-735300000.0,379.8,1885,1980,,,1885.0,1980.0,1885.0,1980.0
7730,NEMISCAU,QUEBEC,7095409,6057,,,51.32,-77.02,511900000.0,-770100000.0,231.3,1964,1972,,,1964.0,1972.0,1964.0,1972.0
7731,NEMISCAU A,QUEBEC,7095412,8676,,YHH,51.7,-76.12,514200000.0,-760700000.0,244.5,1994,2015,1994.0,2015.0,,,,
7732,NITCHEQUON,QUEBEC,7095480,6058,,,53.2,-70.9,531200000.0,-705400000.0,536.1,1942,1985,1953.0,1985.0,1942.0,1985.0,1942.0,1985.0
7733,NOUVEAU COMPTOIR,QUEBEC,7095700,6059,,,53.0,-78.82,530000000.0,-784900000.0,9.1,1964,1975,,,1964.0,1975.0,1964.0,1975.0
7734,OPEMISKA,QUEBEC,7095740,6060,,,49.78,-74.87,494700000.0,-745200000.0,314.6,1955,1956,,,1955.0,1956.0,1955.0,1956.0
7735,PALMAROLLE,QUEBEC,7095785,6061,,,48.67,-79.17,484000000.0,-791000000.0,275.8,1986,1988,,,1986.0,1988.0,1986.0,1988.0
7736,PETIT LAC OPINACA,QUEBEC,7096007,6062,,,52.37,-76.77,522200000.0,-764600000.0,,1960,1960,,,1960.0,1960.0,1960.0,1960.0
7737,POSTE DE CHAPAIS,QUEBEC,7096205,6063,,,49.48,-75.3,492900000.0,-751800000.0,381.0,1967,1968,,,1967.0,1968.0,1967.0,1968.0
7738,POULARIES,QUEBEC,7096215,6064,,,48.68,-78.98,484100000.0,-785900000.0,290.0,1969,1994,,,1969.0,1994.0,1969.0,1994.0
7739,PRESSE,QUEBEC,7096230,6065,,,48.23,-76.73,481400000.0,-764400000.0,366.1,1970,1970,,,1970.0,1970.0,1970.0,1970.0
7740,RAPIDE DES CEDRES,QUEBEC,7096375,6066,,,49.02,-77.07,490100000.0,-770400000.0,279.5,1963,1979,,,1963.0,1979.0,1963.0,1979.0
7741,RENAULT,QUEBEC,7096462,6067,,,49.78,-75.87,494700000.0,-755200000.0,335.3,1977,1980,,,1977.0,1980.0,1977.0,1980.0
7742,RIVIERE EASTMAIN,QUEBEC,7096618,6068,,,52.32,-77.1,521900000.0,-770600000.0,246.6,1973,1975,,,1973.0,1975.0,1973.0,1975.0
7743,RIVIERE HEVA,QUEBEC,7096621,6069,,,48.2,-78.13,481200000.0,-780800000.0,305.0,1984,2004,,,1984.0,2004.0,1984.0,2004.0
7744,RIVIERE MICHEL,QUEBEC,7096650,6070,,,52.33,-77.08,522000000.0,-770500000.0,182.9,1960,1960,,,1960.0,1960.0,1960.0,1960.0
7745,RIVIERE RUPERT,QUEBEC,7096661,6071,,,51.35,-77.33,512100000.0,-772000000.0,259.1,1974,1974,,,1974.0,1974.0,1974.0,1974.0
7746,RIVIERE TEMISCAMIE,QUEBEC,7096669,6072,,,50.95,-73.03,505700000.0,-730200000.0,411.5,1973,1977,,,1973.0,1977.0,1973.0,1977.0
7747,RUPERT,QUEBEC,7096733,6073,,,52.18,-77.15,521100000.0,-770900000.0,243.8,1977,1977,,,1977.0,1977.0,1977.0,1977.0
7748,SENNETERRE,QUEBEC,7097888,6074,,,48.4,-77.25,482400000.0,-771500000.0,316.4,1940,1951,,,1940.0,1951.0,1940.0,1951.0
7749,SENNETERRE,QUEBEC,7097900,6075,,,48.33,-77.27,482000000.0,-771600000.0,310.0,1967,1994,,,1967.0,1994.0,1967.0,1994.0
7750,SENNETERRE A,QUEBEC,7097902,6076,,,48.33,-77.18,482000000.0,-771100000.0,338.6,1960,1960,,,1960.0,1960.0,1960.0,1960.0
7751,SENNETERRE (RADAR),QUEBEC,7097906,6077,,,48.37,-77.23,482200000.0,-771400000.0,313.9,1957,1975,,,1957.0,1975.0,1957.0,1975.0
7752,TASCHEREAU,QUEBEC,7098360,6078,,,48.67,-78.7,484000000.0,-784200000.0,310.0,1951,2004,,,1951.0,2004.0,1952.0,2004.0
7753,TASCHEREAU 2,QUEBEC,7098362,6079,,,48.67,-78.68,484000000.0,-784100000.0,317.0,1963,1966,,,1963.0,1966.0,1963.0,1966.0
7754,VAL-D'OR A,QUEBEC,7098600,6081,71725.0,YVO,48.06,-77.79,480323000.0,-774712000.0,337.4,1951,2022,1955.0,2012.0,1951.0,2022.0,1951.0,2005.0
7755,VAL-D'OR,QUEBEC,7098603,30172,71725.0,GVO,48.06,-77.79,480323004.0,-774711007.0,338.88,2008,2022,2008.0,2022.0,2008.0,2022.0,,
7756,VAL D'OR A,QUEBEC,7098605,49390,71941.0,YVO,48.05,-77.78,480312000.0,-774658000.0,337.4,2011,2022,2011.0,2022.0,2011.0,2022.0,,
7757,VAL D'OR A,QUEBEC,7098606,50720,,YVO,48.05,-77.78,480312000.0,-774658000.0,337.4,2012,2022,2012.0,2022.0,,,,
7758,VAL ST GILLES,QUEBEC,70986RN,6080,,,48.98,-79.13,485900000.0,-790800000.0,290.0,1973,2004,,,1973.0,2004.0,1973.0,2004.0
7759,WASKAGANISH A,QUEBEC,7098895,10216,,YKQ,51.48,-78.75,512900000.0,-784500000.0,24.08,1992,2014,1992.0,2014.0,,,,
7760,WASKAGANISH A,QUEBEC,7098896,52081,,YKQ,51.47,-78.76,512824000.0,-784530000.0,24.08,2014,2022,2014.0,2022.0,,,,
7761,WASKAGANISH A,QUEBEC,7098898,53018,,YKQ,51.47,-78.76,512824000.0,-784530000.0,24.1,2014,2022,2014.0,2022.0,2018.0,2022.0,,
7762,WEMINDJI A,QUEBEC,7098904,10212,,YNC,53.02,-78.83,530100000.0,-785000000.0,20.11,1992,2014,1992.0,2014.0,,,,
7763,WEMINDJI A,QUEBEC,7098905,53158,,YNC,53.01,-78.83,530038000.0,-784952000.0,20.1,2014,2022,2014.0,2022.0,,,,
7764,WEMINDJI A,QUEBEC,7098908,53159,,YNC,53.01,-78.83,530038000.0,-784952000.0,20.1,2014,2022,2014.0,2022.0,2018.0,2022.0,,
7765,CAMP DES PINS,QUEBEC,709A0J4,6003,,,53.55,-77.67,533300000.0,-774000000.0,175.3,1975,1990,,,1975.0,1990.0,1975.0,1990.0
7766,DUPARQUET,QUEBEC,709BBDH,6004,,,48.52,-79.27,483100000.0,-791600000.0,289.6,1981,1994,,,1981.0,1994.0,1981.0,1994.0
7767,LAC RANDAL,QUEBEC,709C6HE,6010,,,51.37,-77.35,512200000.0,-772100000.0,228.6,1973,1973,,,1973.0,1973.0,1973.0,1973.0
7768,LA GRANDE LG4,QUEBEC,709C71L,6011,,,53.83,-73.5,535000000.0,-733000000.0,335.3,1978,1985,,,1978.0,1985.0,1978.0,1985.0
7769,LAC CHICOBI,QUEBEC,709CE9F,6007,,,48.83,-78.48,485000000.0,-782900000.0,310.9,1973,1973,,,1973.0,1973.0,1973.0,1973.0
7770,LAC BERRY,QUEBEC,709CEE9,6005,,,48.8,-78.28,484800000.0,-781700000.0,305.0,1973,2022,,,1973.0,2022.0,1973.0,2018.0
7771,LAC ALBANEL,QUEBEC,709CENL,6006,,,50.97,-73.03,505800000.0,-730200000.0,396.2,1973,1973,,,1973.0,1973.0,1973.0,1973.0
7772,LAC ALLARD,QUEBEC,709CNEN,6008,,,50.72,-77.68,504300000.0,-774100000.0,228.6,1973,1973,,,1973.0,1973.0,1973.0,1973.0
7773,LAC ATTILA,QUEBEC,709CNN6,6009,,,53.57,-77.62,533400000.0,-773700000.0,152.4,1973,1975,,,1973.0,1975.0,1973.0,1975.0
7774,MATAGAMI (MILLE 42),QUEBEC,709DFCH,6012,,,49.07,-77.97,490400000.0,-775800000.0,325.2,1978,1978,,,1978.0,1978.0,,
7775,RIVIERE TURGEON,QUEBEC,709FFG0,6013,,,48.98,-79.17,485900000.0,-791000000.0,283.5,1965,1972,,,1965.0,1972.0,1965.0,1972.0
7776,CAMP DES SAULES,QUEBEC,709J0A4,6014,,,52.18,-77.15,521100000.0,-770900000.0,243.8,1978,1984,,,1978.0,1984.0,1978.0,1984.0
7777,LAC NATHALIE,QUEBEC,709LFGH,6015,,,53.45,-77.45,532700000.0,-772700000.0,160.0,1974,1974,,,1974.0,1974.0,1974.0,1974.0
7778,LAC CARAVAN,QUEBEC,709LNR0,6016,,,53.03,-77.37,530200000.0,-772200000.0,228.6,1973,1973,,,1973.0,1973.0,1973.0,1973.0
7779,LOUVICOURT,QUEBEC,709M332,6017,,,48.07,-77.38,480400000.0,-772300000.0,320.0,1980,1994,,,1980.0,1994.0,1980.0,1994.0
7780,AKULIVIK A,QUEBEC,7100071,54067,,YKO,60.82,-78.15,604907000.0,-780855000.0,23.2,2015,2022,2015.0,2022.0,,,,
7781,AKULIVIK A,QUEBEC,7100072,54068,,YKO,60.82,-78.15,604907000.0,-780855000.0,23.2,2018,2022,2018.0,2022.0,2018.0,2022.0,,
7782,AKULIVIK A,QUEBEC,7100075,10789,,YKO,60.82,-78.15,604900000.0,-780900000.0,23.16,1992,2015,1992.0,2015.0,,,,
7783,INUKJUAK A,QUEBEC,7103280,48974,71306.0,YPH,58.47,-78.08,582819000.0,-780437000.0,25.3,2011,2022,2011.0,2022.0,2011.0,2022.0,,
7784,INUKJUAK UA,QUEBEC,7103282,6082,71907.0,WPH,58.47,-78.08,582800000.0,-780500000.0,24.4,1921,1996,1953.0,1995.0,1921.0,1996.0,1922.0,1994.0
7785,INUKJUAK A,QUEBEC,7103283,10204,,YPH,58.47,-78.08,582819000.0,-780437000.0,26.21,1992,2014,1992.0,2014.0,1994.0,2008.0,,
7786,INUKJUAK,QUEBEC,7103285,48268,,MQN,58.45,-78.17,582704175.0,-781003864.0,10.0,2009,2010,2009.0,2010.0,,,,
7787,IVUJIVIK A,QUEBEC,7103327,8660,,YIK,62.42,-77.93,622456000.0,-775531000.0,38.7,1992,2015,1992.0,2015.0,,,,
7788,IVUJIVIK A,QUEBEC,7103328,54065,,YIK,62.42,-77.93,622502000.0,-775531000.0,38.7,2015,2022,2015.0,2022.0,,,,
7789,IVUJIVIK A,QUEBEC,7103329,54066,,YIK,62.42,-77.93,622502000.0,-775531000.0,38.7,2018,2022,2018.0,2022.0,2018.0,2022.0,,
7790,KUUJJUARAPIK A,QUEBEC,7103536,6083,,YGW,55.28,-77.75,551700000.0,-774500000.0,12.2,1925,2014,1957.0,2014.0,1925.0,2014.0,1926.0,2009.0
7791,KUUJJUARAPIK A,QUEBEC,7103537,52201,,YGW,55.28,-77.77,551655000.0,-774555000.0,12.2,2014,2022,2014.0,2022.0,2018.0,2022.0,,
7792,KUUJJUARAPIK,QUEBEC,7103539,53978,71615.0,MFJ,55.37,-77.57,552200000.0,-773400000.0,30.0,2015,2022,2015.0,2022.0,2015.0,2022.0,,
7793,POVUNGNITUK,QUEBEC,7106220,6084,,,60.03,-77.27,600200000.0,-771600000.0,15.2,1965,1967,,,1965.0,1967.0,1965.0,1967.0
7794,PUVIRNITUQ A,QUEBEC,7106222,10877,,YPX,60.05,-77.28,600300000.0,-771700000.0,25.3,1993,2014,1993.0,2014.0,,,,
7795,PUVIRNITUQ A,QUEBEC,7106223,52038,,YPX,60.05,-77.29,600308000.0,-771715000.0,25.3,2014,2022,2014.0,2022.0,2018.0,2022.0,,
7796,UMIUJAQ A,QUEBEC,7108564,54070,,YMU,56.54,-76.52,563210000.0,-763106000.0,76.5,2018,2022,2018.0,2022.0,2018.0,2022.0,,
7797,UMIUJAQ A,QUEBEC,7108566,54069,,YMU,56.54,-76.52,563210000.0,-763106000.0,76.5,2015,2022,2015.0,2022.0,,,,
7798,UMIUJAQ A,QUEBEC,7108568,10878,,YMU,56.53,-76.52,563156000.0,-763112008.0,76.5,1993,2015,1993.0,2015.0,,,,
7799,INUKJUAK,QUEBEC,710S005,30166,71907.0,MJK,58.47,-78.08,582819000.0,-780437000.0,26.21,2008,2022,2008.0,2022.0,2008.0,2022.0,,
7800,ASBESTOS HILL,QUEBEC,7110370,6087,,,61.8,-73.95,614800000.0,-735700000.0,483.7,1960,1963,,,1960.0,1963.0,1960.0,1963.0
7801,AUPALUK A,QUEBEC,7110600,54038,,YLA,59.3,-69.6,591748000.0,-693559000.0,36.9,2015,2022,2015.0,2022.0,,,,
7802,AUPALUK A,QUEBEC,7110601,54058,,YLA,59.3,-69.6,591748000.0,-693559000.0,36.9,2018,2022,2018.0,2022.0,2018.0,2022.0,,
7803,BORDER A,QUEBEC,7110830,6088,,,55.33,-63.22,552000000.0,-631300000.0,464.8,1965,1979,1965.0,1979.0,1965.0,1979.0,1965.0,1979.0
7804,BORDER (AUT),QUEBEC,7110831,8668,,WTB,55.33,-63.22,552000000.0,-631300000.0,479.0,1993,1998,1994.0,1998.0,1993.0,1998.0,,
7805,BAIE WAKEHAM,QUEBEC,7110DMF,6086,,,61.6,-71.97,613600000.0,-715800000.0,6.1,1966,1967,,,1966.0,1967.0,1966.0,1967.0
7806,AUPALUK A,QUEBEC,7110LRJ,10855,,YLA,59.3,-69.6,591810000.0,-693559000.0,36.9,1992,2015,1992.0,2015.0,,,,
7807,CAPE HOPES ADVANCE,QUEBEC,7111080,6089,,,61.08,-69.55,610500000.0,-693300000.0,73.2,1928,1971,1953.0,1971.0,1928.0,1971.0,1929.0,1971.0
7808,DECEPTION BAY,QUEBEC,7111955,6090,,,62.12,-74.62,620700000.0,-743700000.0,30.5,1963,1973,,,1963.0,1973.0,1963.0,1973.0
7809,DUPLANTER,QUEBEC,7112249,6091,,,54.83,-69.88,545000000.0,-695300000.0,533.4,1978,1984,,,1978.0,1984.0,1978.0,1984.0
7810,FORT MCKENZIE,QUEBEC,7112520,6092,,,56.88,-69.05,565300000.0,-690300000.0,76.2,1938,1951,,,1938.0,1951.0,1938.0,1951.0
7811,HOPES ADVANCE BAY,QUEBEC,7113150,6093,,,59.33,-69.77,592000000.0,-694600000.0,46.6,1959,1959,,,1959.0,1959.0,1959.0,1959.0
7812,INDIAN HOUSE LAKE,QUEBEC,7113280,6094,,,56.23,-64.73,561400000.0,-644400000.0,310.9,1944,1964,,,1944.0,1964.0,1944.0,1964.0
7813,KANGIQSUJUAQ A,QUEBEC,7113379,54061,,YKG,61.59,-71.93,613519000.0,-715546000.0,157.6,2015,2022,2015.0,2022.0,,,,
7814,KANGIQSUJUAQ A,QUEBEC,7113380,54062,,YKG,61.59,-71.93,613519000.0,-715546000.0,157.6,2018,2022,2018.0,2022.0,2018.0,2022.0,,
7815,KANGIQSUJUAQ A,QUEBEC,7113381,10252,,YKG,61.59,-71.93,613527001.0,-715555002.0,157.58,1992,2015,1992.0,2015.0,,,,
7816,KANGIRSUK A,QUEBEC,7113382,10205,,YAS,60.02,-70.0,600123000.0,-700013000.0,123.75,1992,2015,1992.0,2015.0,,,,
7817,KANGIRSUK A,QUEBEC,7113383,54071,,YAS,60.03,-70.0,600138000.0,-695957000.0,123.8,2015,2022,2015.0,2022.0,,,,
7818,KANGIRSUK A,QUEBEC,7113384,54072,,YAS,60.03,-70.0,600138000.0,-695957000.0,123.8,2018,2022,2018.0,2022.0,2018.0,2022.0,,
7819,KANGIQSUALUJJUAQ A,QUEBEC,7113390,54073,,YLU,58.71,-65.99,584241000.0,-655934000.0,66.1,2015,2022,2015.0,2022.0,,,,
7820,KANGIQSUALUJJUAQ A,QUEBEC,7113391,54074,,YLU,58.71,-65.99,584241000.0,-655934000.0,66.1,2018,2022,2018.0,2022.0,2018.0,2022.0,,
7821,KUUJJUAQ A,QUEBEC,7113534,6095,71906.0,YVP,58.1,-68.42,580600000.0,-682500000.0,39.93,1947,2014,1953.0,2014.0,1947.0,2014.0,1947.0,2005.0
7822,KUUJJUAQ A,QUEBEC,7113535,52179,71906.0,YVP,58.09,-68.42,580522000.0,-682520000.0,39.9,2014,2022,2014.0,2022.0,2014.0,2022.0,,
7823,PARC NATIONAL DES PINGUALUIT,QUEBEC,7115800,48228,71976.0,MIN,61.31,-73.67,611846199.0,-734006264.0,503.4,2009,2022,2009.0,2022.0,2009.0,2022.0,,
7824,PAYNE RIVER,QUEBEC,7115880,6096,,,60.1,-71.07,600600000.0,-710400000.0,,1954,1958,,,1954.0,1958.0,1954.0,1958.0
7825,QUAQTAQ,QUEBEC,7116270,6097,,,61.05,-69.63,610300000.0,-693800000.0,30.4,1971,1989,1971.0,1989.0,1971.0,1988.0,1971.0,1987.0
7826,QUAQTAQ A,QUEBEC,7116271,54059,,YHA,61.05,-69.62,610247000.0,-693704000.0,32.3,2015,2022,2015.0,2022.0,,,,
7827,QUAQTAQ A,QUEBEC,7116272,10245,,YHA,61.05,-69.62,610254096.0,-693726046.0,32.31,1989,2015,1989.0,2015.0,,,,
7828,QUAQTAQ A,QUEBEC,7116273,54060,,YHA,61.05,-69.62,610247000.0,-693704000.0,32.3,2018,2022,2018.0,2022.0,2018.0,2022.0,,
7829,RIVIERE AUX FEUILLES,QUEBEC,7116505,44143,71743.0,MRF,57.91,-72.98,575434006.0,-725833004.0,171.39,2005,2022,2005.0,2022.0,2006.0,2022.0,,
7830,SALLUIT,QUEBEC,7117800,52378,71641.0,MFX,62.18,-75.67,621046005.0,-754013006.0,228.0,2014,2022,2014.0,2022.0,2014.0,2022.0,,
7831,SALLUIT A,QUEBEC,7117801,54063,,YZG,62.18,-75.67,621046000.0,-754002000.0,227.1,2015,2022,2015.0,2022.0,,,,
7832,SALLUIT A,QUEBEC,7117802,54064,,YZG,62.18,-75.67,621046000.0,-754002000.0,227.1,2018,2022,2018.0,2022.0,2018.0,2022.0,,
7833,SCHEFFERVILLE,QUEBEC,7117821,10876,,ZKL,54.8,-66.8,544800000.0,-664800000.0,518.2,1992,1993,,,1992.0,1993.0,,
7834,SCHEFFERVILLE A,QUEBEC,7117823,49649,71921.0,YKL,54.81,-66.81,544819000.0,-664819000.0,520.9,2012,2022,2012.0,2022.0,2012.0,2022.0,,
7835,SCHEFFERVILLE COTE-NORD,QUEBEC,7117824,54878,73075.0,GKM,54.8,-66.8,544809072.0,-664816032.0,517.2,2019,2022,2019.0,2022.0,2019.0,2022.0,,
7836,SCHEFFERVILLE A,QUEBEC,7117825,6098,,YKL,54.8,-66.82,544800000.0,-664900000.0,521.8,1948,2010,1953.0,2010.0,1948.0,2010.0,1948.0,1993.0
7837,SCHEFFERVILLE,QUEBEC,7117827,30164,71828.0,GKL,54.8,-66.8,544800000.0,-664800000.0,517.2,2005,2018,2005.0,2018.0,2007.0,2018.0,,
7838,TASIUJAQ A,QUEBEC,7118365,54018,,YTQ,58.67,-69.96,584004000.0,-695721000.0,36.9,2012,2022,2012.0,2022.0,,,,
7839,TASIUJAQ A,QUEBEC,7118366,54019,,YTQ,58.67,-69.96,584004000.0,-695721000.0,36.9,2018,2022,2018.0,2022.0,2018.0,2022.0,,
7840,TASIUJAQ A,QUEBEC,7118369,10856,,YTQ,58.67,-69.95,584016000.0,-695655000.0,36.9,1993,2015,1993.0,2015.0,,,,
7841,SALLUIT A,QUEBEC,711GG87,10226,,YZG,62.18,-75.67,621055005.0,-754010001.0,227.08,1969,2015,1969.0,2015.0,,,,
7842,KANGIQSUALUJJUAQ A,QUEBEC,711L380,10684,,YLU,58.71,-65.99,584227080.0,-655915020.0,66.14,1992,2015,1992.0,2015.0,,,,
7843,SUGLUK,QUEBEC,711Q2H7,6085,,,62.2,-75.63,621200000.0,-753800000.0,15.2,1966,1967,,,1966.0,1967.0,1966.0,1967.0
